業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
6309,2025/10,59365470000,5352550000,5401879000,3851323000,128.66,9.01,6.83
6310,2025/12,185770000000,4225000000,4119000000,2757000000,121.85,3.74,1.32
6312,2025/02,23397731000,1201679000,1219102000,637597000,37.71,4.13,2.4
6315,2025/03,53479205000,8880404000,9400384000,8121050000,108.28,13.23,9.76
6316,2025/09,41266000000,1080000000,1173000000,743000000,184.26,3.61,1.9
6317,2025/03,57280000000,1872000000,2315000000,1246000000,134.9,2.99,1.52
6319,2025/03,-,-,-,-,3.21,0.43,0.3
6322,2025/03,11119396000,1603323000,1645849000,1217452000,170.23,11.82,8.26
6323,2026/02,-,-,-,-,109.33,14.63,9.65
6324,2025/03,55645940000,6993000,151197000,3473539000,36.57,4.4,3.06
6325,2025/03,7007958000,344722000,399725000,566419000,50.29,7.06,5.7
6326,2025/12,3018891000000,265470000000,-,186687000000,163.44,7.12,3.01
6327,2025/06,6227215000,623955000,599961000,394688000,48.51,7.77,4.59
6328,2025/12,41211000000,6121000000,6316000000,4384000000,184.22,15.69,9.06
6330,2025/03,278091000000,2591000000,6459000000,2020000000,52.7,3.37,0.7
6331,2025/03,59202000000,5694000000,5626000000,4879000000,213.76,12.76,7.37
6332,2025/03,139235000000,8915000000,10254000000,6669000000,154.97,7.17,3.47
6333,2025/03,30546287000,6055735000,6296563000,3811499000,219.27,11.64,8.99
6334,2025/03,6511496000,267590000,308415000,115700000,10.39,3.81,1.69
6335,2025/03,7401000000,641394000,751000000,345000000,42.06,4.23,2.38
6336,2026/01,-,-,-,-,110.59,8.36,5.59
6337,2025/03,5892000000,434000000,674000000,427000000,77.17,3.02,2.76
6338,2025/09,7330581000,820447000,851690000,584879000,107.15,5.7,3.68
6339,2025/03,150224000000,3004000000,3226000000,2757000000,52.58,2.3,1.16
6340,2025/06,129017000000,13749000000,13773000000,10052000000,363.33,9.31,6.31
6342,2025/03,7855530000,907977000,957667000,576746000,412.67,8.36,5.55
6343,2025/03,6971719000,1348704000,1984453000,906700000,20.15,7.26,2.74
6345,2025/03,59306955000,7440210000,8225659000,6334645000,84.96,7.54,6.31
6346,2025/03,5533700000,1024214000,1086569000,743887000,613.83,6.05,5.12
6347,2025/03,2227703000,-139119000,-139505000,-95803000,-10.71,-,-
6349,2025/03,111050000000,7118000000,7617000000,7248000000,136.6,6.28,4.19
6351,2025/03,68058000000,10251000000,10492000000,8783000000,179.36,9.3,6.68
6356,2025/03,9555548000,2105777000,2152900000,1550400000,108.9,12.34,10.18
6357,2025/03,61861600000,4797324000,5293925000,2995460000,160.45,6.67,3.41
6358,2025/03,27854055000,1583765000,1494446000,1435953000,168.5,4.78,3.37
6360,2025/03,12890103000,1564948000,1721277000,1222328000,871.48,12.95,7.71
6361,2025/12,958285000000,113802000000,-,76633000000,166.31,15.06,7.08
6362,2024/03,9972589000,1482868000,1698888000,1197502000,343.57,9.48,5.73
6363,2025/03,86501000000,5449000000,4540000000,4068000000,152.94,7.27,3.52
6364,2025/03,54353661000,6918809000,6828991000,4767169000,172.16,11.67,7.42
6365,2025/03,28077000000,3235000000,3400000000,2426000000,576.63,8.72,5.99
6366,2025/03,456969000000,24421000000,32196000000,26987000000,104.15,113.84,5.85
6367,2025/03,4752335000000,401669000000,366446000000,264757000000,904.27,9.45,5.16
6368,2025/03,163269000000,31120000000,31639000000,24150000000,525.36,19.97,12.42
6369,2025/03,60474000000,4131000000,4403000000,3638000000,235.76,9.35,5.39
6370,2025/03,408888000000,31275000000,-,20305000000,180.66,6.04,3.7
6371,2025/03,279193000000,22854000000,25332000000,22122000000,212.65,8.51,5.95
6373,2025/03,57515000000,1382000000,1434000000,1192000000,116.62,3.88,1.53
6376,2025/12,215642000000,15331000000,-,13652000000,206.22,8.63,3.81
6378,2025/03,26431000000,3012000000,3084000000,2309000000,116.58,12.07,6.81
6379,2025/03,157371000000,10858000000,11094000000,8100000000,150.88,9.52,7.03
6380,2025/03,4055683000,142675000,145088000,100333000,72.4,5.41,1.96
6381,2025/03,54411000000,5903000000,7139000000,4276000000,108.19,9.13,6.18
6382,2025/03,40217018000,3245860000,3521870000,2403191000,149.22,7.46,5.66
6383,2025/12,660724000000,100816000000,104649000000,78096000000,212.39,17.3,10.35
6384,2025/03,8480131000,792274000,837536000,561931000,91.17,4.85,3.64
6387,2025/07,9342282000,2342740000,2373332000,1697328000,211.31,12.52,9.55
6390,2025/03,52932000000,903000000,1401000000,-6033000000,-514.47,-,-
6391,2025/03,7003943000,620076000,769505000,578915000,349.92,7.4,5.01
6392,2025/03,14628000000,1962773000,2188000000,1607000000,671.32,9.79,8.33
6393,2025/03,33496199000,1920827000,1923069000,1249115000,325.87,5.25,2.7
6395,2025/12,349477000000,18552000000,15096000000,18298000000,144.78,8.89,3.99
6396,2025/03,4954532000,594305000,618976000,396864000,359.34,11.82,4.71
6400,2025/12,8719263000,474118000,418081000,230783000,28.5,6.23,2.36
6402,2025/03,13300759000,954440000,973261000,700690000,143.38,9.81,5.8
6403,2025/03,25966000000,1479000000,1376000000,427000000,99.71,4.2,1.64
6405,2025/03,15568092000,1890109000,1947602000,1462998000,113.09,9.18,7.51
6406,2025/03,241253000000,16171000000,18866000000,14514000000,185.99,9.33,5.53
6407,2025/03,155634000000,19018000000,19167000000,13520000000,202.48,9.9,6.41
6408,2025/03,43907000000,464000000,749000000,1162000000,776.6,6.56,2.47
6411,2024/12,33861170000,2717242000,2832442000,2153739000,430.29,8.36,5.84
6412,2025/03,145867000000,27690000000,21332000000,13064000000,132.46,5.35,1.18
6413,2025/03,78723000000,6183000000,6364000000,4088000000,62.8,6.15,4.6
6416,2025/03,6168126000,-369300000,-358700000,-404141000,-263.8,-,-
6417,2025/03,191821000000,73605000000,74587000000,53992000000,245.93,19.05,16.04
6418,2025/03,37815935000,4910593000,4676600000,3810465000,140.98,11.9,7.72
6419,2025/03,42250771000,12331581000,13086719000,8716277000,475.74,11.14,10.02
6420,2025/03,130639000000,16572000000,17175000000,12008000000,299.79,11.72,8.48
6424,2025/03,15391532000,1374309000,1307228000,1001137000,227.6,16.58,5.92
6425,2025/12,122827000000,-3228000000,-18497000000,-231425000000,-2986.48,-,-
6428,2025/03,20113318000,93594000,72201000,246319000,10.95,1.35,0.63
6430,2025/03,57492726000,12212354000,12231796000,7727428000,526.84,17.06,13.49
6432,2026/02,-,-,-,-,611.92,15.12,12.56
6433,2025/03,2245026000,-121495000,-189781000,-203461000,-32.62,-,-
6436,2025/03,175423000000,23040000000,24642000000,17828000000,249.9,13.12,9.17
6439,2025/03,4857640000,-326171000,-330224000,-338856000,-150.47,-,-
6440,2025/12,88761000000,2662000000,1412000000,1399000000,46.95,4.33,1.16
6444,2025/12,190875000000,-1507000000,1774000000,274000000,2.46,1.03,0.15
6445,2025/03,36340000000,2224000000,2261000000,1794000000,98.8,5.19,3.61
6448,2025/03,876558000000,69888000000,-,54778000000,214.27,7.92,5.87
6454,2025/03,91839000000,14468000000,14809000000,11225000000,241.79,10.6,8.87
6455,2025/03,111743000000,13733000000,13744000000,9472000000,217.45,9.81,6.61
6457,2025/03,369017000000,35173000000,30004000000,17169000000,307.74,7.44,3.93
6458,2025/03,57005000000,9986000000,10615000000,7829000000,107.67,12.84,9.21
6459,2025/12,46919738000,7477522000,7444613000,5076080000,102.83,7.2,5.43
6460,2025/03,428948000000,48124000000,53114000000,45051000000,209.78,11.82,6.99
6463,2025/03,192494000000,11214000000,15790000000,8866000000,131.84,5.44,3.04
6464,2025/12,69837000000,-22336000000,-,-27214000000,-702.8,-,-
6465,2025/12,485890000000,51932000000,56305000000,38148000000,269.65,9.72,6.63
6466,2025/09,10183746000,595732000,724346000,597568000,254.86,5,3.75
6467,2025/03,11602714000,153657000,185279000,56477000,6.24,0.52,0.37
6469,2026/02,-,-,-,-,77.07,9.48,4.33
6470,2025/03,112789000000,610000000,910000000,-4187000000,-145.67,-,-
6471,2025/03,796667000000,28457000000,-,10647000000,21.78,1.63,0.87
6472,2025/03,825587000000,22959000000,10475000000,-23801000000,-44.9,-,-
6473,2025/03,1884397000000,38452000000,-,13713000000,40.36,1.84,0.88
6474,2025/11,235903000000,9773000000,8370000000,5250000000,233.46,3.08,1.58
6479,2025/03,1522703000000,94482000000,-,59457000000,147.58,8,3.75
6480,2025/03,54384000000,1592000000,1422000000,559000000,8.1,0.74,0.46
6481,2025/12,240444000000,14436000000,-,-69891000000,-618.66,-,-
6482,2025/03,26126713000,2586655000,2535093000,1692927000,49.74,4.82,4.12
6484,2025/03,29648936000,2660920000,3072600000,2110780000,264.03,7.45,5.82
6485,2025/03,31957000000,3046000000,3184000000,2379000000,113.55,5.98,5.17
6486,2025/03,168172000000,8494000000,12024000000,4877000000,107.49,4.28,2.4
6488,2025/03,9843323000,1068873000,1449705000,932983000,73.36,5.55,4.61
6489,2025/05,37499000000,4654000000,4768000000,3077000000,174.37,10.28,7.21
6490,2025/03,57988000000,11335000000,11474000000,8299000000,355.8,11.24,8.46
6492,2025/09,7006000000,864000000,979000000,825000000,514.42,6.87,5.67
6493,2025/03,51446480000,1507640000,1896332000,630206000,21.91,2.17,0.95
6494,2025/03,2082243000,137108000,153956000,105630000,2.4,2.05,1.84
6495,2025/03,6785681000,81985000,73840000,-74849000,-1.55,-,-
6496,2025/05,23768125000,1159040000,1448065000,1730055000,490.82,6.8,4.75
6497,2025/12,12715003000,1222969000,1353739000,969459000,144.64,5.67,4.35
6498,2025/12,176682000000,15454000000,16071000000,11465000000,131.85,9.7,6.22
6501,2025/03,9783370000000,-,-,615724000000,133.85,10.53,4.63
6503,2025/03,5521711000000,391850000000,-,324084000000,155.7,8.21,5.08
6504,2025/03,1123407000000,117646000000,118759000000,92239000000,642.69,13.33,7.03
6505,2025/05,40539000000,2384000000,2584000000,2128000000,231.2,7.77,4
6506,2026/02,-,-,-,-,135.87,7.29,4.34
6507,2025/03,119150000000,15734000000,15941000000,12097000000,428.86,15.1,8.86
6508,2025/03,301101000000,21512000000,21192000000,18487000000,407.51,13.32,5.42
6513,2025/03,28803000000,-246662000,208000000,-83000000,-15.36,-,-
6516,2025/03,97847000000,7936000000,-,5637000000,157.58,4.97,3.87
6517,2025/03,70753000000,7393000000,8002000000,5647000000,273.99,7.31,5.48
6518,2025/03,16029586000,69703000,136468000,118436000,25.98,1,0.64
6521,2026/02,-,-,-,-,-46.99,-,-
6522,2025/08,1666306000,-125649000,-128970000,-182293000,-24.42,-,-
6523,2025/03,361593000000,22580000000,-,10485000000,83.13,7.4,1.97
6524,2025/12,-,-,-,-,114.7,12.76,10.57
6525,2025/03,238933000000,51320000000,-,36004000000,154.6,18.35,10.54
6526,2025/03,188535000000,25000000000,25118000000,19600000000,109.78,14.3,11.51
6532,2026/02,-,-,-,-,249.17,32.33,24.03
6533,2025/12,15768184000,1442982000,754045000,816839000,84.92,12.57,5.05
6535,2025/07,21528000000,4133000000,4069000000,2957000000,51.4,18.3,10.85
6537,2025/12,2529000000,19000000,63000000,10000000,1.44,0.57,0.23
6538,2025/03,4294000000,352000000,351000000,211000000,10.31,9.6,5.57
6539,2025/03,7474012000,1604915000,1681861000,1032737000,41.53,10.68,9.53
6540,2025/12,32831820000,2305369000,2349686000,1515125000,142.15,10.38,6.84
6542,2025/06,8531256000,1191246000,1155932000,748251000,115.51,9.11,7.66
6543,2026/02,-,-,-,-,172.06,16.55,11.51
6544,2025/03,49375000000,8624000000,8621000000,5530000000,31.05,27.71,15.62
6545,2025/03,5161692000,401034000,411205000,255060000,47.82,15.49,5.89
6546,2025/12,13566729000,456085000,528862000,250059000,46.59,3.57,2.19
6547,2025/06,49645000000,6306000000,5843000000,5260000000,380.59,51.69,17.89
6548,2025/06,3722853000,-111626000,-108419000,-767900000,-38.86,-,-
6549,2025/03,21155962000,678861000,685724000,496106000,177.71,15.04,6.06
6550,2025/03,1089727000,-91438000,-95162000,-94546000,-7.27,-,-
6551,2025/09,18269126000,877306000,897567000,511417000,60.82,25.46,11.51
6552,2025/05,3451000000,-196885000,-207000000,-235000000,-13.46,-,-
6554,2025/09,15015000000,1212000000,1258000000,915000000,103.27,21.65,13.63
6555,2026/02,-,-,-,-,40.2,5.85,4.67
6556,2024/03,-,-,-,-,44.12,27.09,12.93
6557,2025/03,13071341000,733473000,872706000,421875000,65.31,15.02,3.38
6558,2025/11,2860676000,-374077000,-390984000,-404687000,-145.15,-,-
6560,2025/12,17101000000,1185000000,1293000000,696000000,153.69,14.98,6.94
6561,2025/12,7180131000,1998225000,1939696000,1385131000,110.32,30.88,12.34
6562,2025/03,11321923000,2520609000,-,1954240000,139.93,24.78,8.18
6563,2025/09,11144579000,284179000,295700000,91164000,17.16,6.98,2.94
6564,2025/03,10905457000,4534483000,4450343000,2862856000,103.51,18.57,10.05
6565,2025/03,10679046000,3962837000,3908675000,2542465000,179.36,19.94,9.67
6566,2025/03,14506733000,2108703000,2167880000,1513972000,95.39,7.73,6.28
6568,2025/03,8178920000,771859000,929544000,737329000,95.42,5.45,3.66
6570,2025/03,16705339000,1294984000,1288552000,917229000,153.97,18.83,5.96
6571,2025/06,25543000000,1685000000,-,1022000000,77.79,6.96,2.99
6572,2026/02,-,-,-,-,11.07,6.01,3.26
6573,2025/12,546224000,-282200000,-301762000,-258588000,-8.16,-,-
6574,2025/03,3240603000,134698000,-,77838000,0.18,4.47,2.46
6577,2025/07,2543844000,29192000,27881000,9518000,6.31,0.83,0.24
6578,2026/02,-,-,-,-,5.49,3.81,1.31
6579,2025/03,1605189000,-162160000,-164974000,-189375000,-49.8,-,-
6580,2025/03,4003770000,720719000,725271000,485040000,94.26,15.55,11.59
6584,2025/03,159538000000,4860000000,4600000000,737000000,20.59,1.66,0.63
6586,2025/03,753130000000,107038000000,-,79338000000,294.9,8.57,7.17
6588,2025/03,577023000000,20251000000,18344000000,29937000000,565.43,27.7,8.64
6590,2025/03,80915000000,14135000000,13977000000,10328000000,157.54,21.83,10.84
6592,2025/12,200417000000,25467000000,35078000000,26272000000,105.9,7.86,7.1
6594,2025/03,2607813000000,238116000000,-,164159000000,142.88,9.56,4.95
6597,2025/06,7064432000,636243000,644129000,423852000,101.59,16.28,9.37
6599,2025/03,4025988000,464597000,475518000,313410000,207.7,6.55,5.31
6600,2024/03,1076584000000,-252698000000,-,-243728000000,-470.97,-,-
6612,2025/12,10115000000,-866000000,-904000000,-1596000000,-187.71,-,-
6613,2025/03,1308870000,-445689000,-443547000,-445768000,-10.68,-,-
6614,2025/03,6516011000,56300000,54492000,-14584000,-3.3,-,-
6615,2025/03,131938000000,2149000000,1646000000,-2508000000,-88.83,-,-
6616,2025/03,23957700000,-632166000,-820277000,-2358567000,-214.62,-,-
6617,2025/03,106624000000,6094000000,6302000000,3824000000,238.36,6.27,3.36
6619,2026/01,3630000000,-4919000000,-11412000000,-12465000000,-225.86,-,-
6620,2025/03,1030000000,284000000,552000000,365000000,9.12,1.39,1.26
6622,2025/03,226375000000,16174000000,17182000000,11961000000,493.31,8.64,4.12
6623,2025/03,120270000000,8665000000,9323000000,6684000000,710.92,8.42,4.71
6625,2025/03,6859010000,2528992000,622225000,65779000,0.61,0.35,0.08
6626,2025/03,25334323000,3915972000,4059431000,3113136000,291.7,13.4,9.98
6627,2025/12,41746379000,8893949000,8750990000,3367998000,370.23,8.32,3.35
6629,2025/03,50624704000,373645000,350410000,-616157000,-45.72,-,-
6630,2025/12,17246000000,-718000000,-637000000,-1197000000,-21.76,-,-
6632,2025/03,370308000000,21792000000,-,20276000000,135.17,16.21,6.47
6633,2025/12,-,-,-,-,27.78,7.85,3.71
6634,2025/11,3562181000,-223579000,-250302000,-728086000,-20.05,-,-
6635,2025/12,36954622000,638133000,691169000,208833000,31.45,3.01,0.72
6637,2025/03,56404866000,5618453000,6052763000,4451526000,341.67,8.66,6.02
6638,2025/03,83963694000,9111805000,8441607000,6156161000,213.35,19.11,8.08
6640,2024/12,-,-,-,-,66.31,1.98,1.31
6643,2025/03,27648124000,3369648000,3590760000,2393075000,491.27,10.68,7.39
6644,2025/03,97102000000,5701000000,5386000000,3504000000,75.47,6.72,3.49
6645,2025/03,801753000000,-,-,16271000000,82.64,2.11,1.19
6647,2025/03,9212733000,735626000,744768000,568705000,417.11,11.02,6.39
6648,2025/03,24218000000,2589559000,2664000000,1963000000,122.57,11.06,7.72
6651,2025/03,184683000000,13432000000,13516000000,12097000000,318.89,10.51,6.58
6652,2025/03,67380000000,3652000000,3477000000,1778000000,60.33,2.81,1.66
6653,2025/12,31380000000,2615000000,3126000000,2036000000,150.67,11.26,5.86
6654,2026/01,-,-,-,-,44.26,2.26,2.09
6655,2025/03,9348394000,292622000,348124000,281887000,67.12,4.54,2.61
6656,2025/04,2237768000,108715000,116924000,-142270000,-35.51,-,-
6658,2025/03,29337000000,2576000000,2594000000,2075000000,137.56,20.9,10.67
6659,2025/03,2789756000,-522882000,-522886000,-561936000,-12.06,-,-
6662,2025/06,1235570000,-167435000,-166026000,-493929000,-33.39,-,-
6663,2025/12,3751667000,142572000,158342000,136695000,22.84,5.12,2.99
6664,2025/11,6772484000,-254842000,-421635000,-226025000,-36.59,-,-
6666,2025/03,5698619000,-75720000,-60461000,-79487000,-9.66,-,-
6668,2025/08,12680000000,1808000000,1897000000,2007000000,234.39,15.23,7.37
6670,2025/03,207171000000,19378000000,20018000000,14052000000,143.06,15.73,10.47
6674,2025/03,580340000000,50028000000,46345000000,30416000000,303.24,8.76,4.38
6675,2025/03,44064000000,3243000000,3404000000,3502000000,201.15,11.38,7.75
6676,2025/03,143170000000,8899000000,9030000000,6006000000,191.97,13.34,7.82
6677,2025/09,29187200000,3854180000,3846067000,2731041000,263,7.9,6.42
6678,2025/03,9905864000,1300389000,1303692000,1004583000,145.08,6.98,5.6
6694,2025/12,17437011000,-56959000,-231076000,-1728030000,-398.85,-,-
6695,2025/10,3609243000,122654000,131380000,79591000,35.16,5.39,3.34
6696,2026/01,-,-,-,-,-12.64,-,-
6697,2024/12,-,-,-,-,163.81,24.26,21.23
6698,2024/03,3203968000,-91033000,-4791000,-168567000,-28.05,-,-
6699,2025/03,91724000000,2270000000,1467000000,411000000,49.07,3.61,0.52
6701,2025/03,3423431000000,256497000000,-,175183000000,131.5,8.97,4.06
6702,2025/03,3550116000000,265089000000,-,219807000000,120.93,12.63,6.28
6703,2025/03,452457000000,18627000000,16808000000,12479000000,143.92,8.57,3.04
6704,2024/03,21290000000,-489000000,-516000000,526000000,45.3,1.84,1.13
6706,2025/03,32582000000,935000000,1024000000,777000000,83.32,2.13,1.47
6707,2025/03,121619000000,-3788000000,-14276000000,50934000000,2119.5,34.55,19.66
6715,2025/03,-,-,-,-,3.13,0.09,0.07
6718,2025/03,63316000000,3814000000,4162000000,3619000000,221.13,5.42,4.7
6721,2025/12,429053000,-1218662000,-1217996000,-1242428000,-23.45,-,-
6723,2025/12,1321212000000,201166000000,-,-51763000000,-28.65,-,-
6724,2025/03,1362944000000,75108000000,-,55177000000,168.75,6.86,3.79
6727,2025/03,115680000000,10209629000,10394000000,5224000000,36.97,16.93,7.38
6728,2025/06,251184000000,26523000000,28605000000,16687000000,338.74,7.47,4.45
6730,2025/03,15244000000,1461000000,1542000000,978000000,89.3,7.59,6.5
6731,2025/09,1001129000,-796022000,-817963000,-853899000,-135.27,-,-
6734,2025/02,4695130000,362850000,372074000,267078000,138.69,9.89,5.65
6736,2025/03,10837189000,1332000,709844000,17228604000,774.02,36.24,32.43
6737,2025/03,80493000000,3706000000,4555000000,4148000000,100.79,3.34,2.63
6740,2025/03,188012000000,-37068000000,-40415000000,-78220000000,-12.64,-,-
6741,2025/03,106859000000,9906000000,10789000000,8503000000,136.33,8.29,5.11
6742,2025/03,85367000000,6112000000,6646000000,4783000000,76.26,9.25,3.8
6743,2025/03,21914135000,1152499000,1262019000,1542527000,95.69,6.35,3.4
6744,2025/03,133696000000,15677000000,16217000000,11098000000,187.85,8.61,6.65
6745,2025/03,100900000000,9553000000,9736000000,7650000000,307.84,12.94,8.53
6748,2025/12,25385622000,1648596000,1741391000,1232020000,95.09,6.46,4.08
6750,2025/03,118007000000,13531000000,13190000000,9300000000,119.23,11.27,8.11
6752,2025/03,8458185000000,426490000000,-,366205000000,156.87,7.8,3.92
6753,2025/03,2160146000000,27338000000,17653000000,36095000000,55.59,23.54,2.48
6754,2025/03,112979000000,12124000000,-,9257000000,70.42,7.45,5.79
6755,2025/03,354087000000,14472000000,13867000000,-3900000000,-37.23,-,-
6757,2026/01,-,-,-,-,20.49,4.3,1.65
6758,2025/03,12034917000000,1276635000000,-,1141600000000,182.5,13.96,3.23
6762,2025/03,2204806000000,224192000000,-,167161000000,88.1,9.29,4.72
6763,2025/03,16790040000,1663027000,2127240000,2009828000,211.98,7.23,6.01
6768,2025/03,114051000000,5195000000,5061000000,2782000000,34.02,4.36,2.24
6769,2025/12,4639402000,-342835000,-403232000,-334330000,-31.32,-,-
6770,2025/03,990407000000,34106000000,30521000000,37837000000,184,9.14,5.11
6771,2025/03,20734000000,254000000,290000000,235000000,36.67,1.72,0.81
6772,2025/03,10506474000,1040448000,1028439000,709008000,104.94,9.36,5.9
6775,2025/03,2329863000,-196379000,-186713000,-193499000,-14.15,-,-
6776,2025/03,27885000000,914000000,1079000000,1264000000,74.29,11.9,5.71
6777,2025/03,24026716000,7429087000,7887932000,5067844000,430.92,23.65,17.16
6778,2025/07,2680911000,116062000,247157000,133054000,14.83,2.03,1.58
6779,2025/03,53064000000,4622000000,-,1792000000,77.71,6.14,2.51
6785,2025/06,33322765000,4292614000,4206501000,2760595000,192.37,10.25,6.94
6786,2025/03,1469510000,-50748000,-31497000,-230861000,-9.12,-,-
6787,2025/03,206806000000,19083000000,18763000000,14924000000,581.73,13.79,5.82
6788,2025/03,22463830000,3285636000,3535276000,2241402000,292.41,9.35,6.34
6794,2025/03,137607000000,6796000000,7726000000,3902000000,174.96,6.41,3.65
6797,2025/03,17262298000,2752097000,2782848000,2206550000,188.18,9.85,8.01
6798,2025/03,48051000000,-220000000,549000000,-1884000000,-297.26,-,-
6800,2025/03,82884000000,4226000000,3926000000,2227000000,95.54,4.29,2.92
6803,2025/03,15668000000,340000000,-,81000000,2.81,2.28,0.75
6804,2025/03,247571000000,13573000000,14776000000,10037000000,194.76,7.15,5.01
6806,2025/03,189420000000,42672000000,-,33033000000,976.32,8.92,7.92
6807,2025/03,221644000000,15615000000,14838000000,11592000000,172.05,8.68,5.38
6809,2025/03,50626000000,3589000000,3920000000,2364000000,78.63,4.77,3.44
6810,2025/03,129806000000,9318000000,9770000000,4090000000,93.12,4.48,2.49
6814,2026/02,-,-,-,-,529.51,18.73,11.84
6817,2025/12,147194000000,7439000000,-,3618000000,109.45,5.83,2.21
6819,2025/03,5489630000,1191076000,1245651000,906862000,49.66,15.79,12.47
6820,2025/03,37468000000,3721000000,3902000000,2951000000,205.61,4.38,3.99
6822,2025/03,29046192000,1484454000,1429563000,1049930000,800.83,14.88,4.44
6823,2025/03,27877879000,4033989000,4106418000,2859770000,232.19,9.1,7.31
6824,2025/03,42153556000,5155290000,5451411000,3376817000,273.24,7.09,5.02
6832,2025/03,34974678000,438839000,419175000,178045000,15.9,0.41,0.35
6834,2025/03,19982809000,2817252000,2979339000,2225362000,245.34,7.95,6.47
6835,2025/12,49950064000,4228756000,3799731000,2919832000,27.55,13.69,5.99
6836,2025/03,1167385000,-46011000,14958000,12046000,2.55,2.9,1.66
6837,2025/03,26229000000,1277000000,992000000,614000000,42.33,6.25,2.48
6838,2025/10,5587974000,278901000,231315000,268648000,41.24,4.92,2.38
6840,2025/03,18272045000,716208000,662301000,112268000,12.22,3.18,0.82
6841,2025/03,562404000000,83523000000,85351000000,52123000000,200.41,11.14,7.26
6844,2025/03,105830000000,128000000,-523000000,-2436000000,-236.14,-,-
6845,2025/03,300378000000,41486000000,42170000000,40955000000,77.96,17.27,13
6846,2025/03,4889000000,235804000,245000000,221000000,286.01,9.38,4.41
6848,2025/03,18058000000,1338000000,1474000000,1113000000,56.32,5.08,3.88
6849,2025/03,225424000000,20713000000,20373000000,14098000000,84.87,7.85,5.46
6850,2025/03,29329000000,2879000000,3034000000,1991000000,117.12,9.06,5.27
6853,2025/12,16272345000,1385873000,1458165000,1033330000,39.29,5.67,4.35
6855,2025/03,23829000000,4585000000,4640000000,3454000000,273.46,12.37,8.67
6856,2025/12,333081000000,53040000000,54226000000,37090000000,883.48,10.66,7.16
6857,2025/03,779707000000,228161000000,-,161177000000,218.67,31.82,18.87
6858,2025/12,13629000000,588000000,679000000,395000000,37.99,2.43,1.81
6859,2025/03,67288000000,7526000000,7793000000,6003000000,274.96,10.59,7.91
6861,2025/03,1059145000000,549775000000,561010000000,398656000000,1643.77,12.82,12.12
6862,2025/03,24540461000,-,582825000,373818000,50.36,6.33,2.13
6863,2025/03,10756978000,1907420000,2028156000,1562563000,211.11,9.42,8.07
6864,2025/03,9083365000,547578000,587345000,450649000,64.21,3.59,2.6
6866,2025/12,40531817000,6791605000,7106664000,5457622000,403.18,12.42,10.6
6867,2025/03,4117038000,-179449000,-223984000,-185245000,-41.12,-,-
6869,2025/03,508643000000,87583000000,-,53669000000,86.07,11.57,8.07
6870,2025/12,12909850000,1056697000,1144249000,1247024000,222.39,8.54,6.49
6871,2025/12,70173000000,16542000000,17100000000,12063000000,311.51,18.26,12.18
6874,2025/06,38246325000,3354708000,3452778000,2138124000,265.67,10.63,6.56
6875,2025/03,42326428000,2190012000,2608368000,5371919000,306.27,4.56,3.58
6877,2025/09,61682000000,9699000000,10176000000,6762000000,424.88,9.07,6.51
6879,2025/03,96910350000,2479140000,1866661000,-3717233000,-83.97,-,-
6882,2025/03,25440000000,1073000000,1180000000,502000000,37.74,2.06,1.5
6888,2025/06,6421000000,583984000,584000000,386000000,38.94,11.48,7.18
6890,2025/03,274390000000,24089000000,25558000000,15692000000,334.11,6.63,2.61
6894,2025/03,2486548000,336149000,353539000,355982000,260.19,9.21,7.08
6897,2026/02,-,-,-,-,-114.25,-,-
6898,2026/01,-,-,-,-,151.82,3.11,2.66
6899,2025/03,65441375000,1517924000,1584326000,624896000,199.92,2.55,1.36
6901,2025/03,23601000000,76000000,214000000,247000000,57.24,1.96,0.98
6902,2025/03,7161777000000,518953000000,-,419081000000,145.02,8.42,5.16
6904,2025/03,44817176000,1729417000,1328862000,166225000,7.67,1.24,0.43
6905,2025/05,27052000000,628061000,740000000,-113000000,-2.82,-,-
6907,2025/03,5280866000,323760000,366071000,360456000,45.57,3.96,2.2
6908,2025/03,56332000000,5307000000,5504000000,2662000000,118.24,3.77,2.91
6912,2025/03,13429290000,1997363000,2122350000,1439924000,173.41,10.24,8.25
6914,2025/12,65878000000,8153000000,8000000000,6595000000,185.16,11.84,8.57
6915,2025/12,38042000000,2972000000,3279000000,2624000000,272.36,6.51,5.22
6918,2025/03,10980379000,1420666000,1535466000,1137953000,184.71,5.67,5.12
6919,2025/03,11871771000,596527000,585576000,401552000,55.24,2.64,2.16
6920,2025/06,251477000000,122843000000,119444000000,84652000000,938.6,40.33,25.68
6923,2025/03,509565000000,49002000000,55454000000,32058000000,205.73,6.6,4.28
6925,2025/03,177616000000,8825000000,12451000000,6797000000,70.27,3.39,2.29
6926,2025/03,9598649000,-1749110000,-1702846000,-1705900000,-76.24,-,-
6927,2025/03,9869997000,900376000,944759000,728296000,40.13,4.52,3.44
6928,2025/03,26880395000,618625000,669392000,447931000,68.51,2.05,1.36
6929,2025/12,27325000000,6228000000,7047000000,7004000000,324.58,14.72,12.43
6930,2025/03,10691000000,490000000,525000000,3619000000,343.87,23.27,19.52
6932,2025/03,53735000000,4930000000,5411000000,4799000000,324.78,10.89,7.09
