CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
3623,2025/12,4201455000,-37852000,-147848000,-37557000,27669879000,92.41
3624,2025/09,-466595000,-233739000,1108555000,-19870000,919150000,-47.93
3625,2025/06,327622000,-60785000,-40832000,-27625000,2553330000,4.89
3626,2025/03,63748000000,-17741000000,-27791000000,-25961000000,121288000000,11.15
3627,2026/02,-,-,-,-,-,3.72
3628,2025/03,-1876684000,-673712000,2349999000,-24000000,1224340000,-48.7
3632,2025/06,674000000,312000000,6023000000,-5000000,83901000000,1.18
3633,2025/12,1442741000,251989000,-859232000,-218547000,5752557000,13.16
3634,2025/03,-151772000,-54592000,-7327000,-10107000,464965000,-14.6
3635,2025/03,34369000000,40973000000,-63175000000,-1852000000,22552000000,41.33
3636,2025/09,6422000000,-4005000000,-3008000000,-6318000000,30010000000,5.29
3639,2025/06,41556000,-1831000,-4017000,-42275000,1325515000,1.47
3640,2025/03,2965975000,-930286000,-1286002000,-825000000,1803172000,15.83
3641,2025/03,-573000000,-2000000,-1213000000,-3000000,8408000000,-3.63
3645,2025/05,-80857000,-259725000,219178000,-131540000,1403702000,-1.33
3646,2025/03,152797000,-48107000,-218982000,-105092000,1210285000,4.37
3647,2025/08,282045000,-1291000,-54734000,-5480000,556873000,46.5
3648,2025/03,742036000,-608448000,-1033561000,-494000000,5435923000,2.98
3649,2025/12,1652441000,-297860000,-1410085000,-296738000,1558886000,27.05
3652,2025/03,93247000,-167107000,-,-167107000,2529833000,3.03
3653,2025/10,14059000,-413322000,-9221000,-240158000,2525433000,0.42
3655,2025/06,1350975000,-439890000,-870740000,-152894000,3395540000,11.48
3656,2025/12,-1800692000,2479391000,2916895000,-675450000,5214034000,-26.26
3657,2026/01,-,-,-,-,-,0.79
3659,2025/12,171872000000,102247000000,-118688000000,-35449000000,498868000000,36.18
365A,2026/02,-,-,-,-,-,3.09
3660,2025/06,3139000000,-2658000000,1012000000,-,7199000000,4.56
3661,2025/03,5482000000,-1151000000,-783000000,-483000000,12327000000,21.26
3662,2025/07,1624000000,382000000,-3710000000,-17000000,6301000000,6.79
3663,2025/12,2616170000,-901507000,-3022936000,-926288000,4039786000,27.62
3664,2025/12,-345042000,-364845000,1432232000,-29855000,1064568000,-12.29
3665,2026/01,-,-,-,-,-,3.34
3666,2024/03,795412000,455117000,-297013000,-7448000,4150867000,6.29
3667,2025/12,-873463000,-108120000,1019132000,-3155000,800355000,-40.25
3668,2025/09,2645000000,-3285000000,-3232000000,-113000000,45648000000,10.2
366A,2025/03,1685520000,-269304000,-213236000,-260000000,2786458000,11.99
3670,2025/03,220970000,-30384000,-79791000,-30553000,1285099000,4.94
3671,2025/12,388949000,-1169293000,883556000,-29694000,2449256000,5.61
3672,2025/09,-573010000,19087000,651297000,-1271000,863507000,-19.77
3673,2025/12,6896588000,-4408884000,-2692066000,-5221207000,4121331000,33.13
3674,2025/09,203032000,-546283000,-391244000,-219823000,3790567000,4.36
3675,2025/06,1955968000,-479549000,-1143970000,-245000000,7634108000,6.77
3676,2025/03,3119272000,-5080000,-2555521000,-665235000,7593742000,7.85
3678,2026/02,-,-,-,-,-,2.26
3679,2025/03,7331000000,-2449000000,-3838000000,-1307000000,14295000000,28.81
367A,2025/08,4705000000,-222000000,-4003000000,-330000000,3743000000,16.8
3680,2025/12,239967000,-921070000,-144314000,-409000000,2431566000,6.57
3681,2025/12,-,-,-,-,-,-5.38
3682,2025/03,345945000,-261878000,-134295000,-18017000,2506709000,13.83
3683,2025/12,1581000000,-1213000000,244000000,-1175000000,2141000000,8.72
3686,2025/03,-463090000,10562000,29185000,-5732000,587872000,-23.4
3687,2025/09,1978609000,-631784000,-1043624000,-120631000,5178150000,20.57
3688,2024/12,2576000000,-756000000,-1203000000,-1980000000,14349000000,10.61
368A,2025/03,3526000000,-880000000,-1658000000,-948000000,11460000000,34.23
3690,2025/09,590444000,-188138000,-264204000,-192852000,1461669000,11.97
3691,2025/09,-445131000,46665000,709839000,-127747000,1112987000,-47.7
3692,2025/03,641498000,-477608000,-79641000,-61068000,2162980000,21.11
3694,2025/03,2111097000,-1966100000,-312955000,-68261000,1734795000,19.95
3695,2025/12,990783000,-379843000,455827000,-29000,2529573000,14.53
3696,2025/12,1670237000,743541000,-820352000,-431564000,13114220000,5.63
3697,2025/08,15652000000,-11697000000,-1192000000,-1483000000,23600000000,12.06
3698,2025/09,849681000,-135079000,-104503000,-20364000,4243362000,24.64
369A,2025/08,762423000,-824079000,145260000,-16871000,2054560000,26.03
3708,2025/03,8773000000,-9366000000,-1495000000,-10258000000,10599000000,9.25
3710,2025/09,322270000,-82942000,-40520000,-5462000,3222306000,11.37
3712,2025/09,1145834000,-684335000,-332911000,-654377000,2847497000,29.81
3719,2025/12,-,-,-,-,-,-38.96
3723,2025/09,1013181000,-742000,-204897000,-742000,10350569000,38.77
3726,2025/09,-713648000,-571936000,938047000,-74526000,439054000,-29.24
3727,2025/12,283359000,-87396000,-186058000,0,1333896000,9.86
372A,2025/05,1997084000,-1375547000,682926000,-13329000000,6099883000,4.07
3733,2025/10,3214000000,-1559000000,-733000000,-391000000,16051000000,7.6
3738,2024/03,8411000000,-4143000000,-7826000000,-4402000000,43022000000,1.87
3739,2025/03,273826000,-104365000,-31525000,-205570000,763809000,11.11
373A,2025/08,676827000,-13750000,124696000,-11836000,2652576000,15.35
3741,2025/03,-250488000,-40965000,-445434000,-55710000,2231686000,-2.43
3744,2025/12,196864000,-207021000,-70976000,-215000000,3586717000,1.03
3747,2025/09,-12661000,-252850000,-47862000,-3000000,711547000,-0.69
3750,2025/03,-987038000,22901000,171650000,-8086000,255980000,-807.7
3753,2025/03,-75631000,-349330000,331626000,-315000000,453606000,-2.47
3758,2025/12,-727000000,167000000,303000000,-78000000,7426000000,-4.41
3760,2025/05,922451000,-1347438000,279646000,-94817000,6192360000,6.6
3762,2025/03,6836640000,-5955263000,-799026000,-2778836000,27325233000,10.54
3763,2025/03,1474495000,-316975000,-531286000,-305648000,3460655000,19.49
3765,2025/12,-355000000,-28676000000,-8827000000,-6753000000,31021000000,-0.38
3766,2025/03,122888000,-271056000,-141260000,-146348000,2939886000,1.28
3768,2025/03,226009000,-1020855000,199668000,-943027000,1125736000,6.06
3769,2025/09,53759555000,-7328884000,-1242838000,-3908719000,220040128000,65.16
3770,2025/04,262681000,-2398736000,-1140399000,-40741000,1375785000,6.08
3771,2025/03,2056993000,-1139508000,-1035237000,-1001594000,8203626000,7.93
3772,2025/03,-3078726000,-3852244000,1924138000,-466347000,8917584000,-16.81
3773,2025/03,1432469000,-1069023000,-1209511000,-889700000,4105900000,21.49
3774,2025/03,28528000000,-21749000000,-19667000000,-26274000000,32534000000,9
3775,2025/12,310749000,-75056000,8023000,-23629000,1099969000,8.88
3776,2025/12,1339541000,-1795769000,-654224000,-784000000,6475461000,8.76
3777,2025/12,687596000,-727684000,-2450000,-428023000,1249573000,50.15
3778,2025/03,5787563000,-8323113000,26763654000,-22244897000,29489223000,18.42
3779,2025/03,13377000,355983000,99388000,-33211000,1196968000,1.01
377A,2025/12,-,-,-,-,-,1.97
3782,2025/12,266124000,-464257000,-,-27481000,1343887000,24.23
3787,2025/03,-202852000,778000,-,-4936000,637706000,-48.69
3788,2025/12,2842049000,-1577182000,-822525000,-1652582000,9031153000,13.75
378A,2025/06,1143685000,-656627000,-767617000,-116136000,2568026000,25.88
3791,2025/05,-1858966000,-722857000,-514551000,-636339000,4639924000,-12.73
3793,2025/03,634082000,-899375000,-1739032000,-1787087000,3928774000,5.01
3796,2025/03,316334000,-676506000,-34294000,-681111000,345549000,10.45
3798,2025/03,1587000000,-222000000,-249000000,-91000000,7137000000,12.02
3799,2025/03,-333355000,398222000,-166053000,-231675000,1863790000,-1.58
3800,2025/03,429108000,-123657000,-522743000,-192000000,8801930000,3.67
3802,2025/03,149596000,-116710000,-170655000,-125721000,1350918000,7.05
3803,2025/03,-7531000,-17691000,-66824000,-6441000,275439000,-1.17
3804,2025/10,1077824000,-740995000,-261671000,-22199000,2100894000,21.42
3807,2025/12,32711000,-7783000,-,-446000,192125000,3.88
3808,2025/06,64464000,-82985000,287800000,-,542309000,27.47
3810,2025/05,-2048000000,19000000,1895000000,-4000000,212000000,-81.79
3814,2025/09,89090000,-133327000,-85180000,-137159000,76778000,7.61
3815,2025/08,-220427000,-220239000,76271000,-234178000,1595941000,-11.77
3816,2025/07,277083000,-87894000,-109684000,-25862000,3750968000,8.65
3817,2025/03,5778000000,-264000000,-1907000000,-267000000,19738000000,11.19
3823,2025/08,-64485000,-24153000,740406000,-60895000,1246966000,-3.68
3824,2025/05,92427000,11540000,-17160000,-13045000,388954000,5.38
3825,2025/03,-7967000000,-742000000,236000000,-330000000,5103000000,-37.71
3826,2026/02,-,-,-,-,-,12.48
3830,2024/04,2360683000,-1009074000,-1348347000,-1000814000,4645481000,10.89
3834,2025/03,2462000000,-563000000,-1247000000,-2860000000,4161000000,18.83
3835,2025/03,1166516000,87085000,-837866000,-102555000,5421243000,21.33
3836,2025/06,4469729000,-201243000,-1036813000,-227000000,15162045000,15.83
3837,2025/03,1027942000,-202558000,-1697786000,-104917000,2887453000,6.65
3839,2025/03,1000702000,-704272000,121372000,-423264000,3123321000,15.46
3840,2025/03,-538514000,-525282000,914000000,-522897000,154663000,-23.89
3841,2025/03,137866000,13999000,-153973000,-18922000,2545775000,6.68
3842,2025/03,852293000,-265298000,-39209000,-260438000,1809821000,23.54
3843,2025/04,4573382000,-687485000,-1924976000,-949877000,20677536000,8.3
3844,2025/03,3194000000,-923000000,-1512000000,-1017000000,12881000000,8.79
3845,2025/03,26667000,-39183000,299953000,-9370000,1003616000,1.33
3847,2025/03,663149000,-254160000,-368650000,-634747000,2783851000,5.84
3848,2025/03,103002000,-261827000,-162983000,-33000000,3828094000,3.95
3849,2025/03,-25462000,-106865000,-25613000,-14346000,602471000,-3.99
384A,2024/06,117233000,-1870000,-57106000,-17017000,311619000,6.59
3850,2025/03,1393757000,-1200184000,-215240000,-125410000,2251547000,11.78
3851,2025/03,404148000,-225984000,471209000,-401085000,5195499000,7.63
3853,2025/03,829334000,771600000,-517294000,-12416000,2814062000,26.15
3854,2025/07,3366167000,-546114000,-2080908000,-449646000,7402360000,17.45
3856,2025/03,-10361000000,-2620000000,4128000000,-4142000000,25924000000,-14.31
3857,2024/03,2177000000,-708000000,-2134000000,-670000000,5494909000,4.4
3858,2025/03,137876000,23157000,-220915000,-36693000,1341054000,3.33
3861,2025/03,94420000000,-154911000000,60969000000,-153445000000,65508000000,5.11
3863,2025/03,72790000000,-33435000000,-18274000000,-52386000000,185941000000,6.16
3864,2025/03,4854000000,4797000000,-13402000000,-3060000000,6239000000,2.76
3865,2025/03,40932000000,-18816000000,-19121000000,-19356000000,25148000000,13.39
386A,2025/06,716190000,-475766000,-45623000,-912000000,1172945000,2.98
3877,2025/03,10360000000,-6013000000,-6012000000,-5517000000,9005000000,9.33
3878,2025/03,1799000000,-2758000000,500000000,-3109000000,4853000000,5.22
387A,2025/06,274445000,-32079000,227124000,-17955000,1355555000,13.66
3880,2025/03,44649000000,-20901000000,-35486000000,-34584000000,112872000000,6.67
3891,2025/03,3801015000,-3401708000,-637318000,-5142000000,4126719000,23.71
3892,2025/05,-1569292000,-395120000,-164909000,-650000000,4466006000,-13.62
3895,2025/03,52404000,-487760000,-675512000,-462000000,799509000,0.39
3896,2025/03,160868000,-5179646000,4823633000,-5000000000,739355000,0.94
3900,2025/09,1738297000,-1061508000,1490746000,-1899000,8282371000,7.67
3901,2025/12,1809198000,-2489893000,-1590494000,-79000000,3802363000,32.48
3902,2025/12,782205000,-96927000,-319328000,-90756000,1713216000,11.96
3903,2025/04,-881114000,-1662076000,3773445000,-1660268000,6078513000,-9.85
3904,2025/12,932685000,87236000,-576096000,-608504000,5250215000,4.64
3905,2025/03,-83408000,-1192735000,163550000,-1021000000,505038000,-2.83
3907,2025/11,322000000,-46000000,73000000,-46000000,1585000000,7.48
3908,2025/03,208583000,31295000,-111096000,-37883000,1307016000,10.94
3909,2024/12,-672970000,-193353000,811202000,-304576000,1233814000,-10.83
3910,2025/03,276073000,-234144000,-147384000,-431612000,606324000,8.39
3911,2025/12,4530288000,-1697510000,-192387000,-22330000,5498628000,28.63
3912,2025/12,864496000,-1622500000,-813412000,-,1540340000,25.22
3913,2025/12,262056000,-5506000,83855000,-5187000,1276587000,27.24
3914,2025/12,458511000,-88645000,13659000,-136198000,2375218000,12.65
3915,2026/02,-,-,-,-,-,6.28
3916,2025/06,2394103000,10944000,-1546191000,-36211000,5337753000,9.91
3917,2025/03,53911000,-581951000,395235000,-529262000,2738928000,0.8
3918,2025/03,641176000,14417000,-537492000,-36201000,4073031000,4.83
391A,2025/04,643928000,2749379000,-2742123000,-153767000,1818808000,11.84
3920,2025/09,701470000,-125497000,-88054000,-100819000,2414134000,29.17
3921,2026/01,-,-,-,-,-,27.28
3922,2026/02,-,-,-,-,-,35.76
3923,2025/03,9006000000,-3465000000,-1180000000,-1361000000,11366000000,18.42
3924,2025/03,829675000,-9289000,-771943000,-120670000,3616429000,6.04
3925,2025/03,1994562000,-138812000,-970446000,-347000000,5346541000,24.93
3926,2025/03,-4685000,-413883000,-21000,-19555000,2207825000,-0.19
3927,2025/03,-14285000,-147977000,281236000,-12526000,1522935000,-0.33
3928,2025/12,803357000,-326943000,-492882000,-326943000,2372984000,10.74
3929,2025/03,158656000,-188556000,1098882000,-246265000,1411601000,5.46
3930,2025/07,711577000,-38434000,2011000,-171595000,2121864000,18.75
3931,2026/01,-,-,-,-,-,-10.65
3932,2025/03,3639000000,-1240000000,-2137000000,-345000000,31062000000,15.39
3933,2025/03,-194434000,-902695000,970895000,-123700000,3125853000,-2.82
3934,2025/03,1209481000,-102408000,-9580000,-123994000,4229274000,9.49
3935,2026/02,-,-,-,-,-,5.53
3936,2025/03,-542777000,23797000,191431000,-5539000,653996000,-17.67
3937,2025/03,930831000,18799000,-126432000,-310051000,4860452000,14.68
3939,2025/09,1292904000,-743548000,-651111000,-448443000,3327111000,23.5
3940,2025/12,371993000,-250191000,-275919000,-11898000,2700032000,11.2
3941,2025/03,77008000000,-97283000000,-14485000000,-99675000000,70551000000,7.75
3943,2025/03,2160000000,-1774000000,-388000000,-1441000000,7311000000,9.2
3944,2025/12,1059413000,-724940000,-665123000,-157000000,1603704000,5.93
3945,2025/03,801000000,239000000,-763000000,-316000000,2780000000,2.9
3946,2025/03,18142000000,-8262000000,-7054000000,-7417000000,20869000000,8.26
3947,2025/12,5108246000,-5756928000,1909200000,-2381000000,5100333000,7.61
3948,2025/12,257644000,-239843000,-520300000,-201565000,3307864000,3.33
3950,2025/12,6862000000,3514000000,-3553000000,-3522000000,23551000000,6.65
3951,2025/03,4530000000,-3545000000,-46000000,-4654000000,9978000000,10.31
3952,2025/03,-,-,-,-,-,1.73
3953,2025/03,-148545000,-82620000,-157207000,-75000000,2526052000,-2.5
3954,2025/03,1974016000,-2287115000,-326972000,-1243000000,7579493000,8.47
3955,2026/01,-,-,-,-,-,4.73
3958,2025/06,56792000,-683769000,-485941000,-167000000,610863000,0.45
3961,2025/12,-,-,-,-,-,-1.82
3962,2025/03,7836000000,-14081000000,1324000000,-2019000000,30185000000,16.89
3963,2025/03,439092000,-10584000,374951000,-2258000,4947696000,11.11
3964,2025/12,12745018000,-1068285000,-5557738000,-1643893000,23104387000,19.87
3965,2025/09,434506000,-130524000,27475000,-110888000,1747335000,4.48
3967,2026/02,-,-,-,-,-,-0.17
3968,2025/12,-2810300000,-90098000,1238323000,-271124000,2535199000,-11.21
3969,2025/03,1148987000,-454458000,-217076000,-454000000,4991470000,41.54
3970,2025/03,73062000,-1699002000,1922119000,-99081000,3576474000,1.37
3974,2025/10,282648000,-194901000,-106011000,-204049000,1240234000,10.85
3976,2025/12,593829000,-61110000,-287038000,-280481000,1009496000,18.51
3977,2026/02,-,-,-,-,-,1.21
3978,2024/06,8313000000,-1952000000,-14292000000,-1345000000,10398000000,18.95
3979,2025/03,651913000,-553082000,-283597000,-1226610000,3405101000,9.73
3981,2025/12,1539397000,-222198000,-1141927000,-82407000,5293996000,9.21
3983,2025/12,2018005000,-101773000,-1768926000,-120903000,10058039000,24.29
3984,2025/06,1806221000,-260308000,-676697000,-259621000,8545796000,39.42
3985,2025/09,223962000,6596000,90523000,-49272000,1231502000,12.22
3986,2025/06,114880000,-1492905000,-22779000,-3340000,454049000,8.34
3987,2025/08,-295641000,-247714000,293930000,-224547000,333366000,-9.84
3988,2025/07,564600000,-330538000,560973000,-257987000,4171741000,4.02
3989,2025/09,1981550000,-366239000,-293905000,-343107000,5431008000,23.1
3990,2024/09,890934000,1158149000,-390855000,-92663000,5890103000,3.23
3991,2025/08,2064375000,-160670000,-189683000,-20835000,6237144000,42.05
3992,2025/09,795926000,217762000,-349882000,-41639000,2761801000,7.93
3993,2025/09,5176949000,-6198358000,4893293000,-927790000,19358045000,23.78
3994,2025/11,1496692000,-10339188000,4570355000,-9492000000,40934509000,2.97
3995,2024/01,-,-,-,-,-,7.52
3996,2026/02,-,-,-,-,-,3.6
3997,2025/12,312098000,-906100000,762924000,-688677000,949063000,6.18
3998,2025/12,239646000,-484420000,-48402000,-783966000,767888000,12.4
4004,2025/12,130286000000,-87123000000,-69895000000,-112853000000,261971000000,9.67
4005,2025/03,233027000000,85229000000,-300778000000,-131725000000,209838000000,8.94
4006,2025/03,8055000000,-8723000000,-3833000000,-8461000000,32772000000,5.49
4008,2025/03,13681000000,-20915000000,3186000000,-20291000000,16099000000,9.27
4011,2025/12,-38713000,-2094641000,1914022000,-27122000,625145000,-0.99
4012,2025/12,622420000,-82094000,-131913000,-28669000,3430614000,7.65
4013,2025/12,2201400000,-3004755000,-429591000,-55569000,2994739000,40.99
4014,2025/07,-115413000,143389000,84631000,-1826000,596082000,-9.09
4015,2025/08,1408641000,-272802000,10988000,-292602000,4373643000,13.76
4016,2025/11,308156000,-56381000,-423457000,-17479000,813804000,6.02
4017,2026/02,-,-,-,-,-,21.5
4018,2025/06,16074000,-1497000,-7557000,-1210000,621324000,2.34
4019,2025/12,962000,-27294000,44333000,-45662000,1105781000,0.03
4020,2025/12,17245000,-148094000,392000,-164391000,467438000,1.49
4021,2025/03,59178000000,-17612000000,-35650000000,-14688000000,27454000000,23.54
4022,2025/03,5038000000,-1829000000,-1641000000,-2176000000,5054000000,11.09
4023,2025/03,29525000000,-39436000000,8437000000,-46619000000,21500000000,18.22
4025,2025/12,2310000000,-1056000000,-1455000000,-1593000000,7256000000,5.5
4026,2025/04,3091000000,-1239000000,-1586000000,-2175000000,1439000000,11.28
4027,2025/03,5056000000,-7077000000,1678000000,-8694000000,14013000000,9.07
4028,2025/03,18332000000,-11412000000,-2337000000,-10169000000,24948000000,12.63
402A,2025/05,-4329150000,-188109000,4391841000,-122788000,4106833000,-272.82
4031,2025/03,152000000,-2485000000,2107000000,-962000000,2051000000,0.37
4040,2025/03,181000000,-490000000,243000000,-1555000000,1703000000,0.87
4041,2025/03,22636000000,-17557000000,-5389000000,-10313000000,21634000000,14.59
4042,2025/03,106244000000,-81574000000,-37925000000,-81181000000,138849000000,9.99
4043,2025/03,52368000000,-23478000000,-1106000000,-24676000000,74926000000,15.26
4044,2025/03,23587000000,-4244000000,-17567000000,-7881000000,22040000000,16.35
4045,2025/12,22294000000,-29635000000,-4495000000,-28187000000,28763000000,13.74
4046,2025/03,17049000000,-8135000000,-4221000000,-6362000000,43314000000,17.68
4047,2025/03,13085000000,-14081000000,-4722000000,-14138000000,20098000000,20.99
4051,2025/09,1227440000,-898862000,-1131759000,-874468000,4257275000,6.85
4052,2025/06,22056000,-5316000,-,-5316000,594196000,4.43
4053,2025/12,1354000000,-534000000,624000000,-83000000,7895000000,9.13
4054,2025/06,811131000,-959648000,-60296000,-50382000,578840000,15.98
4055,2025/09,758945000,-123129000,-60661000,-977000,2599838000,18.5
4056,2025/12,150169000,-28522000,1395325000,-767000,2176092000,4.55
4057,2025/05,376305000,-175421000,-30000000,-175380000,477307000,13.13
4058,2025/12,2020000000,-1362000000,-448000000,-89000000,4407000000,41.58
4059,2025/09,100725000,-23954000,21299000,-18617000,928339000,22.95
4060,2025/12,510975000,-1579559000,606486000,-114863000,1767739000,27.92
4061,2025/03,18620000000,-59586000000,40118000000,-69173000000,37002000000,4.65
4062,2025/03,118895000000,-164182000000,-7113000000,-157304000000,390656000000,32.18
4063,2025/03,881934000000,-142553000000,-454905000000,-434576000000,882736000000,34.43
4064,2025/03,4105000000,-1212000000,-2543000000,-1208000000,13063000000,8.42
4068,2025/06,464976000,-52164000,-466037000,-42246000,917631000,5.82
4069,2025/03,-348032000,-88586000,-84652000,-8711000,1706176000,-14.81
4071,2025/09,5154418000,-164091000,-615539000,-84100000,14564506000,30.17
4072,2025/12,-,-,-,-,-,6.11
4073,2025/06,-229160000,-234326000,505851000,-231797000,742232000,-12.43
4074,2025/12,576281000,-551363000,-230534000,-86956000,2345908000,7.46
4075,2025/07,420532000,-194662000,-53300000,-195094000,1482430000,33.49
4076,2025/05,443712000,-268629000,-142370000,-23576000,2966277000,6.33
4078,2025/03,12005000000,-5714000000,-6879000000,-7929000000,16153000000,14.22
407A,2025/06,-1158035000,-151338000,147613000,-164936000,2426460000,-6.57
4080,2025/03,274000000,-416000000,-2275000000,-2561000000,4894000000,0.75
4082,2025/03,3498000000,-551000000,-3525000000,-1880000000,8920000000,10.4
4088,2025/03,91767000000,-61132000000,-25894000000,-80458000000,73886000000,8.65
4091,2025/03,235147000000,-142926000000,-73287000000,-163849000000,144528000000,17.98
4092,2025/03,6367000000,-5070000000,-2419000000,-4966000000,7628000000,16.39
4093,2025/03,2231696000,-993794000,-730625000,-902440000,9495192000,6.41
4094,2025/03,3304000000,-11450000000,-1270000000,-2169000000,10218395000,12.99
4095,2025/03,12010000000,-16283000000,-15227000000,-13673000000,52097000000,9.08
4097,2025/03,6421000000,-5086000000,-1093000000,-4630000000,28760000000,6.53
4098,2025/03,817000000,132000000,-909000000,-291000000,825000000,10.48
4099,2025/12,10981000000,2222000000,-11545000000,-6382000000,35484000000,15.53
409A,2025/03,6121000000,9875000000,-15168000000,-1422000000,13203000000,21.2
4100,2025/03,3820000000,-1890000000,-2131000000,-2936000000,7837000000,12.06
4102,2025/03,246000000,-1173000000,116000000,-706000000,1670889000,1.92
4107,2025/12,7528000000,-6692000000,-2023000000,-3329000000,4503000000,19.18
4109,2025/03,7115000000,-4324000000,-2828000000,-3924000000,16203000000,19.61
410A,2025/12,361039000,-148542000,1875773000,-146166000,2907986000,14.68
4112,2025/03,5669000000,-6548000000,-1882000000,-5444000000,7602000000,11.67
4113,2025/03,4371000000,-1418000000,-997000000,-1130000000,2982000000,14.6
4114,2025/03,46974000000,-30506000000,-16780000000,-37759000000,54565000000,11.48
4116,2025/03,4165000000,1415000000,-7000000000,-5907000000,21696000000,3.34
4118,2025/03,41252000000,-55038000000,14453000000,-53092000000,44631000000,5.11
4119,2025/03,-413957000,78619000,743165000,-919000000,3840963000,-1.09
4120,2025/03,71851000,-543508000,149690000,-546000000,409418000,1.08
4124,2025/09,206870000,-59817000,-36594000,-68639000,872761000,17.56
4125,2025/03,1671379000,-2495375000,-293180000,-1938000000,1626575000,10.42
414A,2025/08,1398000000,-7000000,-1367000000,0,2796000000,16.38
4151,2025/12,96619000000,-89189000000,-36853000000,-34985000000,218769000000,19.45
415A,2025/12,266000000,-243000000,-419000000,-200000000,2965000000,3.84
4165,2025/09,1376503000,-384700000,865251000,-108395000,6601979000,10.28
4166,2025/12,-73855000,-2839000,104513000,-2839000,762439000,-9.01
4167,2025/03,409779000,-308397000,-22054000,-433719000,1394162000,20.41
4168,2025/12,776575000,-86672000,-445226000,-581000,2204480000,12.82
4169,2025/03,220927000,-3397103000,5283334000,-4512007000,4263507000,3.29
4170,2025/12,287090000,-23043000,-198261000,-19098000,1989244000,6.59
4171,2025/12,223908000,-2301000,-189628000,-2308000,1900490000,8.72
4172,2025/09,461223000,-735237000,-227335000,-42479000,1103767000,19.16
4173,2025/02,159469000,-313048000,-56101000,-101148000,1251670000,8.63
4174,2026/01,-,-,-,-,-,-0.05
4175,2026/01,-,-,-,-,-,-6.68
4176,2025/08,255082000,-481589000,-742816000,-16792000,2936000000,2.71
4177,2025/03,821930000,-354997000,-122190000,-332283000,2509422000,16.17
4178,2025/12,114920000,-42743000,18410000,-312000,1178521000,2.58
4179,2025/03,-233992000,-,329973000,0,414263000,-33.83
4180,2025/12,3273000000,-4332000000,7041000000,-21000000,11734000000,7.48
4182,2025/03,75440000000,-90994000000,4707000000,-88794000000,56985000000,9.75
4183,2025/03,200501000000,-165012000000,-74437000000,-145213000000,170615000000,11.08
4185,2024/03,59998000000,-40181000000,3428000000,-41043000000,100645000000,14.83
4186,2025/12,35194000000,-25291000000,3172000000,-28723000000,69228000000,14.85
4187,2025/11,7094146000,1459945000,-5881799000,-1405000000,15872597000,19.56
4188,2025/03,552847000000,-275434000000,-246654000000,-339227000000,326144000000,12.54
4189,2025/12,13783000000,-4627000000,-9566000000,-4231000000,6719000000,11.98
418A,2025/11,252198000,-776000,27940000,-941000,431974000,16.6
4192,2025/12,78890000,-181978000,-158634000,-216772000,2477419000,1.61
4193,2025/03,1057539000,-196065000,-495763000,-390062000,2625184000,11.49
4194,2025/07,19587000000,-3658000000,-1247000000,-877000000,72779000000,24.43
4196,2025/09,49220000,207551000,48028000,-2945000,1018964000,2.13
4197,2025/11,285624000,-142618000,-97167000,-26626000,1390119000,6.47
4198,2025/05,718378000,-570503000,-259649000,-78000000,1593088000,12.89
4199,2025/08,-310079000,4135000,231023000,-10466000,1255186000,-13.39
4202,2025/03,93406000000,-47869000000,-48855000000,-69461000000,64767000000,15.93
4203,2025/03,43711000000,-15601000000,-44879000000,-17644000000,103533000000,14.34
4204,2025/03,119231000000,-61508000000,-61200000000,-70274000000,120895000000,9.19
4205,2025/03,20781000000,-22026000000,-17123000000,-35521000000,26836000000,4.94
4206,2025/03,26751000000,-11121000000,-16790000000,-9447000000,62450000000,10.76
4208,2025/03,35837000000,-63152000000,105851000000,-60658000000,115442000000,7.36
4212,2025/03,6211000000,-3397000000,-2382000000,-4189000000,15842000000,8.37
4215,2024/03,9309000000,-6277000000,-2346000000,-4989000000,6661000000,6.77
4216,2025/03,11335000000,-5157000000,-1572000000,-4892000000,24059000000,13.31
4218,2025/03,3690000000,-1695000000,-763000000,-1043000000,14307000000,7.46
4219,2025/03,50610000,-432274000,131900000,-356421000,196107000,0.8
421A,2025/12,-,-,-,-,-,46.83
4220,2025/03,11547898000,-3152721000,-6512866000,-4906000000,24447758000,9.01
4221,2025/12,-,-,-,-,-,11.43
4222,2025/03,1438141000,-1180551000,-891479000,-868000000,981503000,9.08
4224,2025/03,1126000000,-474000000,-347000000,-368000000,7555000000,5.25
4228,2025/03,4753000000,-5694000000,-618000000,-6429000000,9128000000,3.47
4229,2025/03,4330000000,-2806000000,-875000000,-3605000000,9536000000,14.18
4231,2025/03,5070087000,-3787435000,-1541797000,-2089000000,14229029000,10.28
4234,2025/03,-319186000,-1110926000,513647000,-1304000000,6321548000,-1.08
4235,2025/12,2980000000,-2017000000,-1397000000,-1334000000,2257000000,14.5
4237,2025/03,437183000,-223432000,-1227861000,-339532000,4152977000,4.12
4238,2026/01,-,-,-,-,-,8.55
423A,2025/09,-6000000,-224000000,-175000000,-355000000,5915000000,-0.02
4240,2025/03,148560000,-49763000,-2588000,-56000000,358935000,14.53
4241,2025/03,132975000,-122891000,-229627000,-48000000,295080000,4.15
4242,2025/03,2208000000,-2314000000,-212000000,-1822000000,5243000000,4.98
4243,2025/09,291215000,-335931000,-105133000,-347568000,1931509000,6.61
